lead_id,age_group,service_interest,lead_source,budget_range,previous_interaction,response_time_hours,pages_visited,email_opens,engagement_score,converted
VX-100303,35-44,SEO,Paid Ads,Medium,No,31.5,4,2,,0
VX-100630,55+,Web Development,Referral,medium,No,6.1,3,1,33.0,0
VX-100048,35-44,SEO,Paid Ads,,No,4.2,5,2,65.0,0
VX-100509,18-24,Branding,Website Form,Low,No,4.6,5,1,47.0,0
VX-100018,45-54,Branding,Social Media,High,No,16.8,3,3,41.0,0
VX-101067,35-44,SEO,Website Form,High,No,-5.3,8,1,73.0,1
VX-101297,25-34,Web Development,Paid Ads,Low,Yes,43.0,6,3,62.0,0
VX-100934,45-54,Digital Marketing,Website Form,high,No,12.0,6,1,41.0,0
VX-101114,55+,Web Development,Social Media,Low,No,9.2,2,1,30.0,0
VX-100885,25-34,Web Development,Website Form,Medium,No,5.6,5,0,49.0,0
VX-100275,25-34,Branding,Email Campaign,Medium,No,17.5,2,2,42.0,0
VX-100114,25-34,Branding,Social Media,Low,Yes,8.3,3,1,44.0,1
VX-101352,25-34, App Development ,Social Media,Low,Yes,10.1,2,2,35.0,0
VX-100727,18-24,Digital Marketing,Website Form,Medium,No,2.3,4,1,36.0,0
VX-101155,18-24,SEO,Referral,High,Yes,17.1,4,2,36.0,1
VX-100001,25-34,Web Development,Referral,High,Yes,10.5,9,4,100.0,0
VX-100227,35-44,Web Development,Paid Ads,Low,Yes,,8,0,62.0,0
VX-100133,25-34,SEO,Email Campaign,Medium,No,4.2,4,1,28.0,0
VX-100248,25-34,Branding,Email Campaign,Medium,YES,51.6,10,1,88.0,1
VX-101307,35-44,Web Development,Paid Ads,Medium,No,26.0,6,0,42.0,0
VX-100496,25-34,SEO,Paid Ads,Medium,Yes,0.8,6,4,57.0,0
VX-100960,35-44, App Development ,Email Campaign,High,No,3.5,3,1,41.0,1
VX-100335,35-44,App Development,Paid Ads,Low,no,4.9,3,2,44.0,0
VX-100439,35-44,App Development,Social Media,Low,No,17.1,2,1,39.0,0
VX-101287,25-34,SEO,Referral,Low,yes,10.6,8,4,76.0,1
VX-101166,45-54,Web Development,Referral,Medium,No,1.1,3,4,47.0,1
VX-101269,35-44,Digital Marketing,Website Form,Low,No,1.4,8,3,83.0,1
VX-100812,55+,App Development,Referral,Low,No,10.5,3,2,47.0,0
VX-101051,18-24,App Development,Social Media,Low,No,13.0,2,0,,0
VX-100441,25-34,SEO,Referral,Low,Yes,23.9,6,4,78.0,1
VX-101162,45-54,App Development,Paid Ads,Low,no,41.6,4,3,63.0,0
VX-101387,25-34,Digital Marketing,Website Form,Low,Yes,5.6,6,1,,1
VX-101113,55+, Web Development ,Social Media,medium,No,10.9,1,3,43.0,0
VX-100838,25-34,Digital Marketing,Paid Ads,High,No,12.8,7,0,62.0,1
VX-101047,45-54,Digital Marketing,Paid Ads,,Yes,29.0,4,2,33.0,0
VX-101103,45-54, App Development ,Referral,Low,Yes,5.1,4,4,71.0,1
VX-101149,45-54,Digital Marketing,Social Media,Low,No,17.5,2,1,35.0,0
VX-100242,25-34,Digital Marketing,Paid Ads,High,Yes,5.3,6,6,77.0,1
VX-101394,45-54,App Development,Social Media,Medium,No,24.8,8,1,73.0,0
VX-100683,25-34,Web Development,Referral,Low,Yes,2.8,6,5,71.0,1
VX-101350,45-54,Web Development,Website Form,Low,No,7.4,3,3,37.0,0
VX-100657,25-34,Digital Marketing,Email Campaign,Medium,Yes,4.1,7,1,69.0,1
VX-100504,35-44,SEO,Paid Ads,Low,No,15.2,4,1,38.0,0
VX-100408,18-24, Digital Marketing ,Website Form,Low,No,6.4,4,2,42.0,0
VX-101192,45-54,SEO,Website Form,High,No,6.0,3,2,,1
VX-101105,45-54,Web Development,Paid Ads,Medium,No,2.8,2,2,38.0,1
VX-101255,45-54,Branding,Paid Ads,Medium,Yes,13.1,4,4,59.0,1
VX-101061,35-44,SEO,Website Form,Medium,No,1.0,4,2,48.0,0
VX-100140,35-44,App Development,Email Campaign,Low,No,13.7,3,2,31.0,0
VX-100546,25-34,Web Development,Paid Ads,Medium,No,-11.2,2,3,44.0,0
VX-100900,25-34,Branding,Email Campaign,Medium,No,5.3,3,3,39.0,1
VX-100637,35-44,Web Development,Social Media,Low,No,8.3,5,4,63.0,0
VX-101260,18-24,App Development,Email Campaign,medium,Yes,8.3,5,2,,0
VX-100688,45-54,SEO,Website Form,Medium,YES,12.5,5,6,82.0,1
VX-100621,35-44,Web Development,Social Media,Low,Yes,9.6,7,2,58.0,1
VX-100850,25-34,Digital Marketing,Social Media,Low,Yes,11.7,3,3,47.0,0
VX-100583,25-34,Web Development,Referral,Medium,No,19.6,4,3,,1
VX-100332,35-44, App Development ,Website Form,Medium,yes,4.8,6,3,57.0,0
VX-101293,25-34, Branding ,Website Form,Low,Yes,7.1,10,1,74.0,1
VX-101361,25-34,Branding,Social Media,Low,Yes,8.2,6,4,67.0,1
VX-101115,18-24,App Development,Social Media,Medium,No,2.6,3,2,47.0,0
VX-101104,18-24,Digital Marketing,Social Media,Low,No,28.2,1,3,41.0,0
